Frequency,Force
3348.93776872672,0.0932490477507293+-0.35204536869372i
3355.2209540339,0.728838122500513+-0.435219764488298i
3361.50413934108,-0.451317305147837+-0.880406169396579i
3367.78732464826,-0.464210684971953+-0.00491462417194168i
3374.07050995544,-0.672827225983247+0.476173104206642i
3380.35369526262,0.618106913427093+0.298251419974393i
3386.6368805698,-0.783926950588824+0.0182056120709366i
3392.92006587698,0.0189642878567126+-0.267902614662735i
3399.20325118416,0.119073067488104+0.325106808151734i
3405.48643649134,0.20163995447159+-0.0174512469298393i
3411.76962179852,-0.102500820512022+-0.380295473855249i
3418.0528071057,-0.220982369952755+-0.0553275692873908i
3424.33599241287,-0.690829261119223+-0.517175736973061i
3430.61917772005,-0.202425903696452+0.697779635059561i
3436.90236302723,0.0517088370033344+0.247609279419615i
3443.18554833441,-0.162915101543588+0.0318575974019852i
3449.46873364159,-0.0651136400546346+-0.0131739465196242i
3455.75191894877,-0.281763135970994+0.321706315337307i
3462.03510425595,0.0123563981653355+0.132493319707024i
3468.31828956313,-0.261598804471734+0.360682466362983i
3474.60147487031,0.641985845698861+-0.420667824517807i
3480.88466017749,-0.325467539185246+0.678255849535007i
3487.16784548467,0.0158147398660085+-0.0629606064180934i
3493.45103079185,-0.176625702671875+0.0763903294419815i
3499.73421609903,0.686219290383492+-0.182526771506842i
3506.01740140621,0.100971632600902+-0.203405054302216i
3512.30058671339,0.471383907559065+0.53895238046039i
3518.58377202057,0.463704757721134+0.843744561808128i
3524.86695732775,-0.630458789342903+-0.282507285001536i
3531.15014263493,0.0741850384607107+0.60601033189334i
3537.43332794211,0.262797080887368+-0.0787661033858199i
3543.71651324929,-0.787459706526439+-0.140410844484816i
3549.99969855647,-0.288684684297069+-0.726220376586753i
3556.28288386365,0.00470647366393602+0.00018300766299353i
3562.56606917083,0.249786731732887+0.491164309294239i
3568.84925447801,-0.287012539626742+0.366195308513589i
3575.13243978518,-0.517648774584358+-0.74311039493341i
3581.41562509236,-0.153892106139183+-0.529040976536918i
3587.69881039954,0.3727238723802+-0.241654462483016i
3593.98199570672,-0.331997527768794+-0.555042482916006i
3600.2651810139,0.385428359064092+0.0793015552484942i
3606.54836632108,-0.161220436727647+0.181179630913868i
3612.83155162826,0.291099216496539+0.67933706718871i
3619.11473693544,-0.188871361792888+-0.106252505954062i
3625.39792224262,0.345903328686618+-0.882781298585613i
3631.6811075498,0.414009962306417+0.198314139093048i
3637.96429285698,0.0229614003513897+-0.325846023213001i
3644.24747816416,-0.311152874727089+0.627328942471075i
3650.53066347134,0.33911146281009+0.163976733520003i
3656.81384877852,-0.0780565847856942+0.329834576639281i
3663.0970340857,-0.51010721284891+0.0676589111726526i
3669.38021939288,0.321785503802203+0.00747454746089063i
3675.66340470006,-0.0367270083891504+0.0364717179297488i
3681.94659000724,0.19779133996986+0.0107871093849025i
3688.22977531442,0.330259337349696+-0.542366260194233i
3694.5129606216,-0.295214088817732+0.22521646463605i
3700.79614592878,-0.662903710845592+0.270486480424727i
3707.07933123596,-0.608557823703872+-0.351995065029208i
3713.36251654314,-0.0422893594486637+0.0298996260230661i
3719.64570185032,-0.0586091275316339+0.0761625083174663i
3725.92888715749,0.201569476074303+0.805208265457471i
3732.21207246467,-0.113481396971211+0.58861426633812i
3738.49525777185,-0.0162661372408978+0.191256305646049i
3744.77844307903,-0.275706122538544+-0.126378684850988i
3751.06162838621,-0.542663257713206+-0.811125556718704i
3757.34481369339,-0.187408888436551+-0.0345510568898538i
3763.62799900057,-0.593487757245508+-0.1703266194746i
3769.91118430775,-0.821023113950472+0.401470885749025i
3776.19436961493,-0.328731768445353+-0.185752144352297i
3782.47755492211,0.447814036210243+-0.198538776797112i
3788.76074022929,-0.0597000283588767+0.0243459675306447i
3795.04392553647,0.880967629906453+-0.461988174486371i
3801.32711084365,-0.272295071749164+-0.175744939285019i
3807.61029615083,0.0447419013171492+-0.00393703962307969i
3813.89348145801,-0.413711128733446+-0.251729894365429i
3820.17666676519,0.0500155830058373+-0.790802496525731i
3826.45985207237,0.0787228710977459+0.301706866739421i
3832.74303737955,0.061822771118203+-0.598446006101042i
3839.02622268673,-0.176408620181018+-0.299714704766859i
3845.30940799391,0.765753787269194+0.0414218184961696i
3851.59259330109,0.527380519841982+-0.283677752936867i
3857.87577860827,0.00127829990830198+0.288130346876932i
3864.15896391545,-0.671550488878333+-0.17955996515573i
3870.44214922263,-0.978018990091349+-0.126545839888308i
3876.7253345298,-0.236047958142685+-0.497603003447738i
3883.00851983698,-0.207700388660223+-0.214578649432271i
3889.29170514416,-0.0655864362985318+-0.264389560931444i
3895.57489045134,0.21307163658721+0.237476097594529i
3901.85807575852,0.807995884974009+-0.27556001616277i
3908.1412610657,-0.148272319286754+0.0227499290270285i
3914.42444637288,-0.0795681214959558+0.562243590965239i
3920.70763168006,-0.0425219601704014+-0.0264305712751617i
3926.99081698724,0.138681794677918+-0.0527279303366605i
3933.27400229442,0.0826634077559888+0.378471653489677i
3939.5571876016,-0.340798543999652+0.816286339197503i
3945.84037290878,-0.640354523393488+-0.56275848511201i
3952.12355821596,-0.0975306152044589+0.0848795929643768i
3958.40674352314,-0.76838557860488+-0.162516172560031i
3964.68992883032,0.399231396971085+-0.0381427715984492i
3970.9731141375,0.349165240023269+0.479008163603434i
3977.25629944468,-0.420053513266346+0.300075100238366i
3983.53948475186,-0.890474147503583+-0.426253008490314i
3989.82267005904,0.0101032398987466+0.160795259478645i
3996.10585536622,-0.844902245201076+-0.0793506054140755i
4002.3890406734,0.250995598521406+0.60812100010458i
4008.67222598058,0.00236038844267722+0.0708793790356526i
4014.95541128776,-0.336134771164008+-0.382268452549565i
4021.23859659494,-0.642755883427507+0.681552883043724i
4027.52178190212,0.0882125471949017+-0.3075249396258i
4033.80496720929,0.0719083184801382+-0.0672795427004679i
4040.08815251647,-0.0160856795088755+0.467377153072421i
4046.37133782365,0.157825059088214+0.246817679887384i
4052.65452313083,0.245934101201927+0.11039266745252i
4058.93770843801,-0.0130261237458229+-0.378429661891134i
4065.22089374519,0.035857410029053+-0.609044537888174i
4071.50407905237,0.110083882613302+0.0111495095257551i
4077.78726435955,0.0954723262691877+-0.828491017631749i
4084.07044966673,0.285258754181734+0.699053804855508i
4090.35363497391,0.163884456867271+-0.233573002390713i
4096.63682028109,-0.07757586348086+0.25078167369925i
4102.92000558827,-0.582746565635897+0.529968600502921i
4109.20319089545,-0.632060002879016+0.221302660722056i
4115.48637620263,0.702684307089603+0.51622911088707i
4121.76956150981,-0.268276201064522+-0.940447966417633i
4128.05274681699,-0.641281619749376+0.255995583062444i
4134.33593212417,0.831533810053648+-0.387927808631152i
4140.61911743135,0.617254637975661+-0.15500844922182i
4146.90230273853,-0.624960904853737+-0.156032663482616i
4153.18548804571,-0.300940815895487+0.180519030212151i
4159.46867335289,-0.0136444532629877+-0.0190527230941832i
4165.75185866007,0.203281639137015+-0.395013664687472i
4172.03504396725,0.580611543278084+-0.456989343421615i
4178.31822927443,-0.918865322473232+-0.345744318552186i
4184.6014145816,-0.428039796409641+0.128587805913652i
4190.88459988878,0.214764231458601+0.234076990291299i
4197.16778519596,0.05088297948576+0.0099973357526109i
4203.45097050314,-0.307843610055664+0.263070179892077i
4209.73415581032,0.752790060994833+-0.254147303229991i
4216.0173411175,-0.0632644155345787+-0.651458867057909i
4222.30052642468,0.934835437743891+0.340093991704066i
4228.58371173186,-0.866126929276741+0.129369061189178i
4234.86689703904,0.181367681938327+0.623854547209826i
4241.15008234622,-0.976064767220704+0.0663872575789203i
4247.4332676534,-0.306145327329929+0.00321574818956549i
4253.71645296058,0.0662300417618656+0.963863939259337i
4259.99963826776,0.0722957769370353+0.164936856621841i
4266.28282357494,-0.290882621126713+0.65658948007277i
4272.56600888212,0.0436005512514548+0.160736059691341i
4278.8491941893,0.978374010326073+-0.108219234446575i
4285.13237949648,-0.105326452370603+-0.0708074251649243i
4291.41556480366,0.669652004129057+-0.0256723962245842i
4297.69875011084,-0.0335989552142779+-0.0155084144135414i
4303.98193541802,0.044815981833065+-0.271138271715661i
4310.2651207252,-0.4040492822671+0.680315444988678i
4316.54830603238,0.0991373605276817+-0.0211415313085288i
4322.83149133956,0.878497096646563+-0.336844492154515i
4329.11467664673,0.151468895836726+-0.860433431317604i
4335.39786195391,-0.29475053543403+0.468204959786012i
4341.68104726109,0.142245134746009+0.336812387055444i
4347.96423256827,0.261740310442761+-0.0920727189275306i
4354.24741787545,-0.199628384856971+0.655275317439731i
4360.53060318263,0.108614473007978+-0.856964269950237i
4366.81378848981,-0.222801460858098+0.245586989771864i
4373.09697379699,-0.337743411675589+0.509548394735391i
4379.38015910417,-0.917138570714626+-0.153987284201211i
4385.66334441135,0.32164264784605+0.00743709823742551i
4391.94652971853,0.56173869879355+0.546623107548676i
4398.22971502571,0.121386635545758+0.105731469986526i
4404.51290033289,-0.0279813501525521+0.00469619705088339i
4410.79608564007,0.505570127916688+-0.425699422811587i
4417.07927094725,-0.595189156535405+-0.0760482971669547i
4423.36245625443,0.246574931654805+0.597199391028244i
4429.64564156161,-0.345977945804954+-0.814555916690053i
4435.92882686879,-0.757158613858531+-0.561537715359734i
4442.21201217597,-0.314506263629299+0.0683491712629689i
4448.49519748315,0.734332281339249+-0.201794515280027i
4454.77838279033,-0.113886406929252+0.862107408850961i
4461.06156809751,0.0389095046946578+0.0418842608448579i
4467.34475340469,-0.0557792962119764+0.0114024788472357i
4473.62793871187,0.613721259499697+0.643498537663113i
4479.91112401905,0.210882807517684+-0.313427283096969i
4486.19430932622,0.249996291342903+0.554366885413741i
4492.4774946334,0.0419290443026721+-0.52281768229568i
4498.76067994058,-0.439501063206641+-0.245736138637169i
4505.04386524776,0.246654835194977+0.0458789336988997i
4511.32705055494,0.27598113323603+-0.00410801410905555i
4517.61023586212,-8.57172553830335e-05+0.00650374976201526i
4523.8934211693,0.481845911577447+0.133117734701046i
4530.17660647648,0.00709616963898307+0.338122123262154i
4536.45979178366,-0.114239278447028+-0.153940558034226i
4542.74297709084,-0.176793242123228+-0.203179728426547i
4549.02616239802,0.192166601412659+0.560268202188076i
4555.3093477052,-0.265160519192903+0.201630492266841i
4561.59253301238,0.116495953194905+0.250060582423403i
4567.87571831956,0.0861862090523116+-0.56733540731816i
4574.15890362674,-0.12117836896154+0.471915922526443i
4580.44208893392,-0.238505344108507+-0.144800248466916i
4586.7252742411,0.0650259689423659+-0.615550414596348i
4593.00845954828,0.641980519909161+-0.54137407556031i
4599.29164485546,0.409114605255195+0.889968486506377i
4605.57483016264,0.57221492393969+-0.594387879383284i
4611.85801546982,-0.164297006615546+0.0879664755876614i
4618.141200777,0.035740930161948+0.210533526867185i
4624.42438608418,-0.184802175731159+-0.413966113402305i
4630.70757139136,-0.00288378698329519+0.0119679874641729i
4636.99075669853,-0.0420518084621219+-0.120392218536701i
4643.27394200571,0.000290238375837939+-0.189518204915822i
4649.55712731289,0.0990651088928847+0.0776904155381591i
4655.84031262007,0.71296475024673+-0.262175250009103i
4662.12349792725,0.592490319868439+0.369613630984222i
4668.40668323443,0.707342472663038+-0.362927786954505i
4674.68986854161,0.0606664686420024+-0.601380465571394i
4680.97305384879,0.512772037560454+-0.411704073571142i
4687.25623915597,0.00500628352235376+0.201482239445608i
4693.53942446315,-0.116022436913354+0.0319852720091586i
4699.82260977033,-0.395783058158643+0.318572117506728i
4706.10579507751,0.30688962536943+-0.279507330259856i
4712.38898038469,-0.724496055068781+-0.0721790548552624i
4718.67216569187,0.152019660538182+-0.267086034683811i
4724.95535099905,0.976225529260445+-0.0849599434166481i
4731.23853630623,0.138529688576784+0.463637747485283i
4737.52172161341,0.270326545489215+0.419323187933702i
4743.80490692059,0.00133488977428557+0.00683122544175168i
4750.08809222777,-0.10618071128674+-0.0512937383087479i
4756.37127753495,-0.551635192346434+-0.0797665332017683i
4762.65446284213,-0.429647974465025+0.302810993182352i
4768.93764814931,-0.547672368718978+-0.198213506161454i
4775.22083345649,-0.455425911360486+-0.70320676585122i
4781.50401876367,-0.326528775036841+-0.486670845565525i
4787.78720407084,-0.777316842730937+0.346943964142044i
4794.07038937802,-0.0962178708860099+-0.0612879006951156i
4800.3535746852,-0.0198754506093068+-0.0336069843320159i
4806.63675999238,-0.236953121656454+0.953576249944702i
4812.91994529956,0.314931308139432+0.140253270609662i
4819.20313060674,0.480927937181132+-0.174891230067193i
4825.48631591392,-0.320431128448057+0.0936465823815477i
4831.7695012211,0.0102019621921873+-0.067396126230321i
4838.05268652828,-0.259070408561839+0.0652452420475889i
4844.33587183546,0.210254006104246+-0.141885012017589i
4850.61905714264,-0.0894438980192686+-0.797988816830884i
4856.90224244982,-0.547528509260665+0.337497482910265i
4863.185427757,0.104987962989774+-0.400451118784742i
4869.46861306418,-0.0323704854572226+-0.397383384167617i
4875.75179837136,0.566195539659012+0.0991099100342611i
4882.03498367854,-0.214988038036301+0.20177933870489i
4888.31816898572,0.517621222448425+0.738037093806397i
4894.6013542929,-0.0269653363964388+0.301169062030068i
4900.88453960008,-0.379269918252902+0.629464745151409i
4907.16772490726,-0.431453505239506+-0.114787051345598i
4913.45091021444,0.304345049392009+0.813223022094701i
4919.73409552162,0.684811291458991+-0.113974897273524i
4926.0172808288,-0.0158860729335414+-0.307249303202636i
4932.30046613598,-0.3100023472107+-0.198590403974829i
4938.58365144315,-0.523936260645116+0.528096284871769i
4944.86683675033,-0.621027344406892+-0.568146126713933i
4951.15002205751,-0.336998509546446+-0.916448560791249i
4957.43320736469,0.47061512808624+0.817708662967384i
4963.71639267187,0.707987894572518+-0.0273938831499837i
4969.99957797905,-0.288122667737374+-0.688829671675629i
4976.28276328623,-0.601260025316022+0.529682572176664i
4982.56594859341,0.371099674333314+0.311652416690945i
4988.84913390059,0.928115975526594+0.0404304757746982i
4995.13231920777,0.0825759958145033+-0.323804917189136i
5001.41550451495,-0.0265483586763986+0.0789285522429404i
5007.69868982213,-0.149378407831043+-0.243455311585776i
5013.98187512931,-0.088753559521313+-0.319175126518815i
5020.26506043649,0.0350683505884468+0.141327134723234i
5026.54824574367,-0.807199165645442+0.0271755078416219i
5032.83143105085,-0.194038421015975+-0.0221462190493665i
5039.11461635803,-0.0341395199662824+0.382152731013501i
5045.39780166521,0.613463681627967+-0.463844783540507i
5051.68098697239,-0.153573624817389+-0.353271775651367i
5057.96417227957,-0.0444304356381135+-0.0217083555964812i
5064.24735758675,0.175453039672345+-0.514060719561849i
5070.53054289393,-0.16514857539146+-0.0168835911474337i
5076.81372820111,-0.0907704895711865+0.0102533788712224i
5083.09691350829,0.102302679902174+-0.118668875113289i
5089.38009881546,0.251102709638614+-0.246966287373921i
5095.66328412264,-0.0250998040347588+0.34408009036757i
5101.94646942982,0.175906522723298+-0.149388429786314i
5108.229654737,-0.801080164864357+-0.562124282238249i
5114.51284004418,0.452624984464304+-0.332259128990576i
5120.79602535136,-0.39531407182044+0.125744077079819i
5127.07921065854,-0.454543258632635+0.331655862602865i
5133.36239596572,-0.263836410683156+-0.779493240772383i
5139.6455812729,-0.788668585959553+0.114299618818848i
5145.92876658008,-0.782198639354413+0.395857887544077i
5152.21195188726,0.213389529864247+0.156665772501047i
5158.49513719444,0.24534098032792+-0.884990797851949i
5164.77832250162,0.422114781571111+-0.166577726688792i
5171.0615078088,0.546547293503989+-0.519973780806517i
5177.34469311598,-0.659465936363272+0.0482008741425578i
5183.62787842316,0.52840583840066+0.702922290043609i
5189.91106373034,0.75723980410849+-0.574124681168947i
5196.19424903752,0.0754237436510962+0.099938136993277i
5202.4774343447,-0.0644023753494789+0.112049300146283i
5208.76061965188,0.97085295319404+-0.121326039958616i
5215.04380495906,-0.417359674263143+0.510286549210145i
5221.32699026624,0.100542484263901+-0.00570075945881935i
5227.61017557342,0.508853633624489+-0.754377684888472i
5233.8933608806,0.550736421555189+0.660475129208706i
5240.17654618777,0.0695437007725846+-0.143178152156219i
5246.45973149495,-0.353960677538343+0.143868754807576i
5252.74291680213,-0.740821988900474+-0.458847045719532i
5259.02610210931,-0.287669819821566+-0.242745866981071i
5265.30928741649,-0.138735641447798+-0.0575048958535957i
5271.59247272367,-0.075724275106372+0.146283577606466i
5277.87565803085,0.00392315607243263+-0.139059083957489i
5284.15884333803,0.067828776569514+0.598441444830171i
5290.44202864521,-0.671504557862727+-0.632082565208528i
5296.72521395239,-0.32785748245529+0.0682165739307362i
5303.00839925957,-0.909077103195791+0.108990018129078i
5309.29158456675,0.700575335791205+-0.22082060519003i
5315.57476987393,0.0738516055424073+0.00438719621191764i
5321.85795518111,0.276741683269791+-0.192448382362964i
5328.14114048829,-0.51151653221033+-0.666850835924239i
5334.42432579547,0.240944580466632+-0.113112094360078i
5340.70751110265,0.00965784558341753+-0.0263775485635426i
5346.99069640983,0.378425425857591+0.0516604559069863i
5353.27388171701,0.273357216612133+0.0121957033765638i
5359.55706702419,-0.0147735657111188+0.079207745562311i
5365.84025233137,-0.233964519818943+-0.919324311838394i
5372.12343763855,0.195003207541122+0.626950246562151i
5378.40662294573,-0.37824611181538+0.191619852417025i
5384.68980825291,-0.53863372050442+0.604308722466504i
5390.97299356009,0.879208501800834+-0.381092745086362i
5397.25617886726,0.00301021880697077+0.0100428836170941i
5403.53936417444,-0.392739736640177+0.311306891441072i
5409.82254948162,0.623914477940823+0.411211436126542i
5416.1057347888,-0.0551153569078406+-0.399472258259117i
5422.38892009598,-0.146628373707003+-0.0134619410802809i
5428.67210540316,-0.0958608311615989+0.242736275175816i
5434.95529071034,-0.794093637978207+-0.123340814299569i
5441.23847601752,-0.462943843300768+0.884331436812036i
5447.5216613247,-0.245957872647951+-0.30862656513508i
5453.80484663188,-0.45822616222013+0.291697807313147i
5460.08803193906,-0.798910849070522+-0.21410944733451i
5466.37121724624,-0.0136296324312005+-0.0703982970751275i
5472.65440255342,0.0821928981048994+-0.0192026714700876i
5478.9375878606,-0.173048398155888+-0.00102920139578421i
5485.22077316778,0.276874029342204+0.474130303269204i
5491.50395847496,0.109825440936436+0.437666203959647i
5497.78714378214,0.41599000700243+0.310828211359112i
5504.07032908932,-0.0252005232493853+-0.01161088003958i
5510.3535143965,0.640689253744729+0.134316755214024i
5516.63669970368,-0.299990783422299+-0.479147656899617i
5522.91988501086,0.715516136402356+0.262639055980316i
5529.20307031804,0.415359449568294+-0.0696489564665993i
5535.48625562522,-0.399090424196043+0.905583928159252i
5541.76944093239,0.0256157749603633+0.00113262202561009i
5548.05262623957,-0.148018726606649+-0.0553658400940251i
5554.33581154675,-0.548826559491445+0.518677310427788i
5560.61899685393,0.307572253820606+-0.122179622403224i
5566.90218216111,-0.278796941185217+-0.0846913750708969i
5573.18536746829,-0.456198135351627+-0.378867185660668i
5579.46855277547,0.104304833100917+0.0695798430522638i
5585.75173808265,-0.00218125109500918+0.00394980775929146i
5592.03492338983,-0.355338038749547+0.277764368044266i
5598.31810869701,-0.549592772614165+0.698214706336121i
5604.60129400419,0.473307176763531+-0.636160246666731i
5610.88447931137,0.560410648953012+-0.289096569411928i
5617.16766461855,0.624544352361503+-0.415181660522607i
5623.45084992573,0.136953138967221+0.148949681835127i
5629.73403523291,-0.253445760207103+-0.281158043573284i
5636.01722054009,-0.403384535820078+0.393143069147669i
5642.30040584727,-0.426659990801128+0.363032065687024i
5648.58359115445,0.458763410062287+0.817846230601961i
5654.86677646163,-0.551349945117852+-0.155694062874779i
5661.14996176881,0.297514330207562+0.126269707089714i
5667.43314707599,0.0510124066784874+-0.548946345475023i
5673.71633238317,0.435097929075604+-0.881916788457133i
5679.99951769035,-0.146471121420333+-0.390960021228655i
5686.28270299753,0.11966054533792+-0.0307380613803816i
5692.56588830471,0.126508153802917+0.265621945920509i
5698.84907361188,0.558537284783534+0.0696694660867542i
5705.13225891906,-0.329940372249574+-0.232080978389041i
5711.41544422624,0.15171817690524+-0.846406009358261i
5717.69862953342,0.821614676356769+-0.147295460392249i
5723.9818148406,0.3087846797682+0.0761909996479219i
5730.26500014778,0.235179029427708+-0.758343946120371i
5736.54818545496,0.111827272577454+0.11084338445788i
5742.83137076214,0.00655094666775961+0.0107994184456518i
5749.11455606932,0.815380854535838+0.0675169657100455i
5755.3977413765,-0.00878931100323632+0.0163774480857514i
5761.68092668368,-0.0202034797757726+-0.00560880211774969i
5767.96411199086,-0.719033711369606+-0.309147717192812i
5774.24729729804,-0.185002850611163+0.526693931539248i
5780.53048260522,-0.608436885031892+-0.499034475161864i
5786.8136679124,-0.545049107549825+-0.752343942855158i
5793.09685321958,0.0422278439624114+-0.00353113955073864i
5799.38003852676,-0.255794456120587+0.598631942667983i
5805.66322383394,0.572576124902395+-0.0831209367633322i
5811.94640914112,0.124848966357075+0.339457365825229i
5818.2295944483,0.0223074506616168+0.48214880854979i
5824.51277975548,-0.445313047361606+-0.4672155075245i
5830.79596506266,0.0416756066509067+0.0604292466870359i
5837.07915036984,0.267870154421788+-0.656435930515736i
5843.36233567701,0.3409745276545+-0.613943152209678i
5849.6455209842,0.567452203824458+0.247130319106298i
5855.92870629137,0.349547721324717+-0.782786676810008i
5862.21189159855,-0.00773097173811496+-0.469908132036181i
5868.49507690573,-0.519009023671679+-0.316454613310015i
5874.77826221291,0.25700332326282+0.0543781168783869i
5881.06144752009,0.586043730053665+0.13534025598677i
5887.34463282727,0.328857082383896+0.33371521140723i
5893.62781813445,-0.157224608726755+-0.367299288352628i
5899.91100344163,-0.0480836907012694+-0.0215358723701095i
5906.19418874881,-0.0575780391057982+0.905551704765571i
5912.47737405599,-0.202808639481664+0.249755595072757i
5918.76055936317,0.227720117490107+0.825605651598008i
5925.04374467035,-0.297323830130233+0.21045585730021i
5931.32692997753,0.144355992233537+-0.219000485091008i
5937.61011528471,-0.210577494324323+0.903836809924324i
5943.89330059189,-0.0982216218853922+-0.0529328256154321i
5950.17648589907,-0.046414513329104+0.158073113820033i
5956.45967120625,0.341756952012892+0.0106434711145746i
5962.74285651343,0.638299824178232+0.695566628584053i
5969.02604182061,0.768867325061163+0.498043256239613i
5975.30922712779,0.221904776980315+-0.346431188706462i
5981.59241243497,0.60510527397957+-0.403924214362712i
5987.87559774215,-0.260567422506339+-0.0408150152034273i
5994.15878304933,0.252331890762901+0.209790426179502i
6000.4419683565,-0.214585082102758+-0.306075382482018i
6006.72515366368,0.348177566865642+-0.216345692862403i
6013.00833897086,-0.0389389020996429+-0.342005222521471i
6019.29152427804,0.213854395933285+0.906248398160286i
6025.57470958522,0.255355784572616+0.148918348504113i
6031.8578948924,-0.280849670615018+-0.0392441549016943i
6038.14108019958,-0.0829568513560593+-0.16313006696148i
6044.42426550676,0.295895307751815+0.352349074847733i
6050.70745081394,-0.50001637388831+0.378585550939097i
6056.99063612112,0.599512391316543+0.2042588090598i
6063.2738214283,-0.21891239804724+0.201703299712044i
6069.55700673548,-0.854440380235613+0.198437534343376i
6075.84019204266,-0.239643333187439+-0.1039015208775i
6082.12337734984,0.419579609684112+-0.168256976874367i
6088.40656265702,-0.0014563007705734+-0.221986750586902i
6094.6897479642,0.65961979286775+-0.572007819674136i
6100.97293327138,-0.00381391950438317+-0.0395921606384435i
6107.25611857856,0.718746315612981+0.604538932772618i
6113.53930388574,0.0202450545419657+0.050964109521269i
6119.82248919292,0.0756043212992415+-0.323188570652167i
6126.1056745001,0.236711211189754+-0.503381129702334i
6132.38885980728,-0.280766441008215+0.693079651578523i
6138.67204511446,-0.176504762389691+-0.210780468015899i
6144.95523042164,0.202128126237318+-0.0927696721529578i
6151.23841572882,-0.137074102088935+-0.283272645640302i
6157.52160103599,0.0030855664845589+0.00185738993683017i
6163.80478634317,0.38361954571481+-0.671919015500935i
6170.08797165035,0.0130385199330485+-0.0236142942957127i
6176.37115695753,-0.63324717692566+0.704342247799686i
6182.65434226471,-0.723605621865662+-0.0592123377163164i
6188.93752757189,0.307759263407469+0.0549383108855575i
6195.22071287907,0.160159560430028+0.259855923827741i
6201.50389818625,0.538835128674081+-0.424403841093268i
6207.78708349343,-0.363796522799426+-0.0544760096864187i
6214.07026880061,-0.0276688341922868+-0.351936537483146i
6220.35345410779,-0.56193267686587+-0.547192233953845i
6226.63663941497,0.00506505890600649+0.122455713447886i
6232.91982472215,0.354448425847064+-0.897064200159106i
6239.20301002933,-0.323971851249507+-0.105036782458448i
6245.48619533651,-0.694586552281467+0.410875077210898i
6251.76938064369,-0.178244478997486+-0.0880956412963883i
6258.05256595087,-0.189605232500004+-0.273911161042206i
6264.33575125805,0.50547225005792+-0.153122321381729i
6270.61893656523,-0.632261382440929+-0.176170841756889i
6276.90212187241,-0.195058111430992+0.771672469590575i
6283.18530717959,0.809951589108024+0.338882955405994i
